"Sampler for uncoated Au substrate"
"theta = sampler[T,r] with r uniform on [0,1]; Interpolate this tabulation to obtain sampler."
"beamE (eV)","r","theta (deg)"
75,0.029296875,8.573823000182216
75,0.02978515625,8.65876329605503
75,0.030029296875,8.701233443991436
75,0.0302734375,8.743703591927844
75,0.03125,8.91358418367347
75,0.03515625,9.52196419980757
75,0.037109375,9.820971476106479
75,0.0380859375,9.970475114255933
75,0.0390625,10.111403737343657
75,0.04296875,10.666677523823704
75,0.044921875,10.944314417063728
75,0.0458984375,11.076818975302697
75,0.04638671875,11.140956612032195
75,0.046875,11.205094248761695
75,0.0546875,12.224381006406833
75,0.0556640625,12.348821034103043
75,0.056640625,12.473261061799253
75,0.05859375,12.72214111719167
75,0.0625,13.212416193914388
75,0.064453125,13.452824829164518
75,0.0654296875,13.573029146789583
75,0.06640625,13.693233464414647
75,0.0703125,14.167071472772278
75,0.07421875,14.62860844678218
75,0.0751953125,14.743992690284653
75,0.076171875,14.85937693378713
75,0.078125,15.083914170506912
75,0.0859375,15.943181163594472
75,0.09375,16.74830790717662
75,0.09765625,17.146005554970515
75,0.1015625,17.538720250631844
75,0.109375,18.31004482272361
75,0.1171875,19.058493127643214
75,0.12109375,19.41693399173395
75,0.125,19.775374855824683
75,0.1328125,20.472980929072772
75,0.134765625,20.64518349418175
75,0.13671875,20.817386059290726
75,0.140625,21.156417410714287
75,0.1484375,21.822349330357145
75,0.15625,22.488630271622586
75,0.171875,23.805045971978984
75,0.1875,25.046258223684212
75,0.203125,26.275147131962864
75,0.21875,27.492991214057508
75,0.234375,28.665511416589002
75,0.2421875,29.245372352849582
75,0.25,29.826066645904703
75,0.265625,30.948748877917414
75,0.28125,32.03650163301663
75,0.2890625,32.59012674435867
75,0.296875,33.139045448018386
75,0.3125,34.21285651920839
75,0.328125,35.28659965034965
75,0.33203125,35.54738417832168
75,0.3359375,35.808168706293706
75,0.34375,36.32735698417107
75,0.359375,37.3697400990099
75,0.375,38.42336435420192
75,0.40625,40.48703213995118
75,0.421875,41.49155021396095
75,0.4375,42.49050845183794
75,0.46875,44.49010514331636
75,0.5,46.44302477183833
75,0.515625,47.41827743502231
75,0.53125,48.39177776339632
75,0.5625,50.29777456647399
75,0.59375,52.021777791174344
75,0.625,53.83540029469548
75,0.65625,55.64288507821901
75,0.6875,57.48668847831665
75,0.71875,59.427267626089254
75,0.734375,60.43461873259053
75,0.75,61.47129783693843
75,0.765625,62.49422959598699
75,0.78125,63.521381118881116
75,0.796875,64.55966618136439
75,0.8125,65.60167884237146
75,0.828125,66.68128315649868
75,0.84375,67.77557483889865
75,0.8515625,68.33549843463652
75,0.85546875,68.62025857131948
75,0.859375,68.90501870800244
75,0.8671875,69.49057171613515
75,0.875,70.08297556142668
75,0.8828125,70.69876465488771
75,0.890625,71.33514030612244
75,0.8984375,71.99123086734694
75,0.90234375,72.34240860849057
75,0.90625,72.69422169811321
75,0.9140625,73.4100726857254
75,0.921875,74.1405114095315
75,0.9296875,74.89358466276252
75,0.9375,75.68017204757858
75,0.939453125,75.87819768213679
75,0.94140625,76.08268649193548
75,0.9453125,76.51231998847926
75,0.94921875,76.94195348502305
75,0.953125,77.38470598759542
75,0.955078125,77.60710691495706
75,0.95703125,77.8295078423187
75,0.9609375,78.31028231246627
75,0.96484375,78.81341490151108
